Year,State,Accidents,Fatalities,Cause,Month
2019,Odisha,3017,574,Vehicle Defect,Dec
2017,Kerala,3615,537,Overtaking,Jan
2022,Haryana,3867,835,Speeding,Feb
2019,Punjab,1390,349,Weather,Aug
2019,Tamil Nadu,3689,467,Speeding,May
2022,Madhya Pradesh,3845,466,Overtaking,Mar
2015,Maharashtra,4119,857,Overtaking,Aug
2020,Uttar Pradesh,4345,791,Speeding,Apr
2017,West Bengal,1533,429,Speeding,Aug
2016,Maharashtra,4281,744,Overtaking,Jun
2023,Maharashtra,2195,333,Vehicle Defect,Dec
2019,Uttar Pradesh,4210,581,Overtaking,Feb
2022,Madhya Pradesh,4843,1225,Speeding,Sep
2023,Delhi,3963,1159,Drunk Driving,Jan
2019,Gujarat,3404,555,Overtaking,Jul
2023,Punjab,2676,605,Drunk Driving,Apr
2018,Bihar,2671,334,Drunk Driving,Jan
2023,Odisha,2209,316,Speeding,Jul
2016,Uttar Pradesh,1564,392,Overtaking,Aug
2021,Maharashtra,3855,406,Vehicle Defect,Feb
2023,Punjab,1346,299,Vehicle Defect,Jul
2016,West Bengal,4517,1315,Speeding,Apr
2020,Assam,4759,565,Weather,Nov
2016,Rajasthan,2471,729,Overtaking,May
2016,Gujarat,3537,500,Drunk Driving,Dec
2015,Gujarat,1631,350,Speeding,Apr
2021,Assam,4537,496,Drunk Driving,Apr
2023,Uttar Pradesh,931,167,Vehicle Defect,May
2015,Kerala,4993,875,Weather,Mar
2018,Madhya Pradesh,393,72,Vehicle Defect,Jun
2023,Karnataka,4029,647,Speeding,Nov
2016,Maharashtra,4797,929,Drunk Driving,Aug
2020,West Bengal,127,21,Vehicle Defect,Aug
2018,Gujarat,376,47,Drunk Driving,Dec
2018,Punjab,3939,550,Drunk Driving,Aug
2019,West Bengal,1784,416,Overtaking,Sep
2021,Punjab,3265,847,Vehicle Defect,Sep
2017,Odisha,195,46,Weather,Nov
2017,Gujarat,3621,380,Speeding,Sep
2016,Kerala,2044,600,Overtaking,Mar
2020,Uttar Pradesh,1490,409,Vehicle Defect,Jan
2020,Gujarat,2261,663,Vehicle Defect,Jun
2016,Rajasthan,787,94,Vehicle Defect,Sep
2021,Odisha,4943,602,Drunk Driving,Nov
2016,Tamil Nadu,3558,469,Speeding,Nov
2018,Delhi,2957,667,Speeding,Nov
2023,Maharashtra,2078,448,Overtaking,Nov
2018,West Bengal,498,147,Speeding,Apr
2019,Karnataka,2089,441,Drunk Driving,Dec
2015,Odisha,2143,270,Speeding,Oct
2017,Haryana,1137,332,Overtaking,Jun
2023,Punjab,2701,277,Overtaking,May
2023,Madhya Pradesh,2391,638,Drunk Driving,Jun
2020,Punjab,3999,1061,Overtaking,Oct
2015,Bihar,856,226,Drunk Driving,Apr
2023,Gujarat,920,253,Weather,Jun
2021,Maharashtra,941,130,Speeding,May
2018,Rajasthan,120,23,Vehicle Defect,Mar
2017,Kerala,4130,578,Speeding,May
2022,Assam,2056,406,Speeding,Mar
2019,West Bengal,4912,1107,Speeding,Feb
2023,Tamil Nadu,1255,306,Vehicle Defect,Dec
2016,Bihar,4864,1405,Overtaking,Jun
2022,Odisha,3388,367,Speeding,Apr
2015,Haryana,4202,601,Weather,Feb
2020,Punjab,1034,171,Vehicle Defect,Feb
2020,Bihar,1515,331,Speeding,Feb
2022,Assam,3632,749,Weather,Sep
2016,Uttar Pradesh,2085,620,Weather,Oct
2015,Madhya Pradesh,3005,892,Weather,Jun
2017,Maharashtra,319,89,Weather,Nov
2022,Uttar Pradesh,2563,498,Overtaking,Jun
2019,Uttar Pradesh,2183,357,Overtaking,Feb
2019,Rajasthan,2966,794,Overtaking,Jan
2023,Madhya Pradesh,2910,619,Speeding,Sep
2016,Gujarat,4506,903,Weather,Mar
2018,Maharashtra,4767,893,Overtaking,Dec
2021,Tamil Nadu,1787,501,Drunk Driving,Mar
2021,Gujarat,4827,1030,Drunk Driving,Sep
2018,Kerala,907,162,Overtaking,Nov
2022,Odisha,209,22,Drunk Driving,May
2020,Rajasthan,2388,625,Overtaking,Feb
2022,Kerala,2455,648,Vehicle Defect,May
2018,Kerala,915,196,Drunk Driving,Jun
2017,Assam,2570,604,Weather,May
2019,Karnataka,3622,835,Drunk Driving,May
2018,Delhi,1800,374,Vehicle Defect,Dec
2021,Assam,4419,791,Vehicle Defect,Nov
2017,Uttar Pradesh,3131,509,Overtaking,Apr
2015,Delhi,4389,636,Drunk Driving,Nov
2018,Haryana,2359,560,Overtaking,Jan
2022,Punjab,3464,928,Vehicle Defect,Aug
2015,Assam,3715,798,Weather,Feb
2018,Delhi,1016,268,Speeding,Jul
2017,Assam,695,129,Drunk Driving,Jun
2021,Uttar Pradesh,1540,398,Speeding,Sep
2021,Haryana,2530,562,Weather,Oct
2015,Uttar Pradesh,4559,1153,Vehicle Defect,Jan
2019,Uttar Pradesh,4944,1319,Weather,Apr
2023,Karnataka,3048,336,Speeding,Mar
2015,Assam,3274,709,Overtaking,Dec
2023,Haryana,4141,605,Drunk Driving,Aug
2018,Tamil Nadu,499,53,Vehicle Defect,Nov
2022,Rajasthan,2562,572,Drunk Driving,Jul
2015,Uttar Pradesh,3137,888,Drunk Driving,Dec
2023,Delhi,931,194,Vehicle Defect,Jun
2017,Karnataka,341,64,Speeding,May
2023,Kerala,2858,835,Speeding,Dec
2019,Kerala,2728,549,Drunk Driving,Sep
2021,Punjab,4337,540,Weather,Apr
2021,Bihar,1899,211,Speeding,Jan
2020,Gujarat,3884,729,Weather,Oct
2015,Rajasthan,2241,421,Speeding,Jan
2019,Assam,122,15,Weather,Oct
2023,Madhya Pradesh,2758,340,Speeding,Mar
2018,Tamil Nadu,2060,310,Overtaking,Oct
2017,Kerala,3473,541,Weather,Nov
2016,Maharashtra,2308,419,Weather,Nov
2016,Kerala,4125,914,Drunk Driving,Jan
2023,Delhi,2626,717,Overtaking,May
2023,Uttar Pradesh,2747,398,Weather,Nov
2017,Maharashtra,2835,623,Overtaking,Nov
2019,Bihar,562,104,Weather,Oct
2019,Haryana,533,149,Overtaking,Feb
2021,Rajasthan,1336,244,Speeding,Aug
2022,Karnataka,1447,209,Overtaking,Sep
2018,West Bengal,2254,600,Drunk Driving,Mar
2018,Uttar Pradesh,1836,389,Vehicle Defect,Mar
2019,Uttar Pradesh,170,50,Speeding,Jul
2015,Rajasthan,300,53,Weather,Jul
2021,Delhi,2868,716,Overtaking,Dec
2015,Assam,1761,442,Weather,Jul
2023,Madhya Pradesh,4759,1208,Overtaking,Aug
2019,Delhi,162,21,Speeding,Jul
2020,Gujarat,2603,282,Vehicle Defect,Feb
2015,West Bengal,202,21,Overtaking,May
2021,Delhi,3678,881,Speeding,Jul
2020,West Bengal,2156,346,Weather,Feb
2020,Delhi,2020,356,Overtaking,Nov
2015,Rajasthan,4378,672,Overtaking,Aug
2017,Uttar Pradesh,4035,651,Drunk Driving,Aug
2018,West Bengal,1011,159,Vehicle Defect,Dec
2023,Maharashtra,3967,1012,Weather,Nov
2015,Delhi,3523,834,Speeding,Jul
2020,Maharashtra,116,33,Overtaking,Nov
2017,Madhya Pradesh,4050,684,Speeding,Jul
2019,Madhya Pradesh,4905,975,Vehicle Defect,Mar
2017,Haryana,3368,692,Speeding,Apr
2021,Delhi,2699,380,Drunk Driving,Jun
2021,Gujarat,2297,291,Drunk Driving,May
2022,Maharashtra,4430,821,Speeding,Feb
2015,Assam,3036,608,Vehicle Defect,Nov
2021,Tamil Nadu,2727,478,Overtaking,Oct
2016,Assam,2488,269,Vehicle Defect,Apr
2020,Rajasthan,4510,1349,Overtaking,Jun
2017,Bihar,135,38,Weather,Feb
2019,Gujarat,4075,1060,Overtaking,Aug
2016,Gujarat,3662,700,Drunk Driving,Dec
2020,Karnataka,1935,511,Overtaking,Dec
2021,Uttar Pradesh,1066,142,Weather,Mar
2021,Punjab,2225,390,Weather,Sep
2015,Uttar Pradesh,1190,228,Drunk Driving,Jun
2016,Kerala,4557,1248,Speeding,Mar
2015,Haryana,2610,334,Overtaking,Jan
2018,Punjab,945,140,Drunk Driving,Mar
2022,Tamil Nadu,2025,385,Vehicle Defect,Dec
2020,West Bengal,4016,412,Weather,Dec
2018,Bihar,3883,1035,Vehicle Defect,Mar
2020,Delhi,4296,695,Weather,Aug
2017,Haryana,4879,875,Overtaking,Aug
2020,Tamil Nadu,331,91,Vehicle Defect,Apr
2019,Maharashtra,3609,854,Drunk Driving,Jan
2015,West Bengal,3098,668,Drunk Driving,Sep
2015,Bihar,518,52,Weather,Mar
2021,Madhya Pradesh,825,226,Weather,Mar
2023,Madhya Pradesh,4341,1302,Overtaking,Jun
2019,Haryana,2717,792,Drunk Driving,Jun
2023,Assam,4796,1276,Weather,May
2021,Karnataka,3217,713,Overtaking,Oct
2020,Madhya Pradesh,3420,890,Speeding,Sep
2019,Maharashtra,1556,217,Vehicle Defect,Apr
2023,Assam,1467,394,Overtaking,Apr
2019,Delhi,4360,803,Drunk Driving,Mar
2020,Rajasthan,3139,660,Weather,Apr
2015,Tamil Nadu,2129,576,Speeding,May
2023,Tamil Nadu,1327,282,Overtaking,Feb
2015,Madhya Pradesh,4023,407,Speeding,Sep
2017,Uttar Pradesh,1666,373,Speeding,Dec
2015,Gujarat,1509,403,Overtaking,Aug
2023,Assam,3087,633,Vehicle Defect,Dec
2020,Haryana,4993,1361,Speeding,Nov
2018,Gujarat,4747,1109,Drunk Driving,Jul
2016,Rajasthan,4628,796,Speeding,Mar
2015,Rajasthan,3439,931,Overtaking,Oct
2016,Tamil Nadu,3090,471,Vehicle Defect,Sep
2016,West Bengal,957,196,Vehicle Defect,Oct
2023,Bihar,510,67,Drunk Driving,Apr
2022,Karnataka,1383,171,Vehicle Defect,Jun
2017,Rajasthan,4662,502,Overtaking,Jan
2022,Kerala,4955,1472,Vehicle Defect,Jul
2018,Gujarat,4211,678,Vehicle Defect,Jan
2019,Tamil Nadu,1710,474,Drunk Driving,Jul
2023,Punjab,385,65,Weather,Aug
2016,Gujarat,4709,1220,Speeding,Jul
2023,Maharashtra,4939,878,Vehicle Defect,Sep
2023,Gujarat,3439,606,Vehicle Defect,Dec
2021,Maharashtra,740,201,Overtaking,Mar
2018,Kerala,1512,370,Overtaking,Jun
2016,Punjab,2301,312,Vehicle Defect,Dec
2021,Assam,1477,169,Weather,Jun
2022,Madhya Pradesh,985,262,Weather,May
2015,Odisha,2711,326,Weather,Oct
2017,Maharashtra,4855,1161,Weather,Jan
2016,Punjab,4162,430,Vehicle Defect,Mar
2017,Karnataka,2127,456,Drunk Driving,Apr
2020,Kerala,3907,785,Drunk Driving,Aug
2018,West Bengal,3384,934,Speeding,Oct
2017,Maharashtra,2432,349,Speeding,Mar
2016,Kerala,3233,488,Drunk Driving,Mar
2019,Rajasthan,1885,351,Vehicle Defect,Nov
2020,Bihar,1810,531,Speeding,Jun
2021,Maharashtra,433,82,Vehicle Defect,Oct
2015,Rajasthan,3942,533,Weather,Aug
2021,Karnataka,1397,153,Overtaking,Mar
2015,Maharashtra,606,89,Vehicle Defect,Nov
2023,Gujarat,1649,420,Drunk Driving,Sep
2016,Assam,2540,657,Weather,Dec
2015,Gujarat,2213,539,Speeding,Jun
2016,Gujarat,561,158,Vehicle Defect,Jan
2016,Rajasthan,2139,305,Overtaking,Jul
2018,Karnataka,2637,362,Vehicle Defect,Feb
2023,Madhya Pradesh,2398,403,Overtaking,Dec
2015,West Bengal,4466,747,Drunk Driving,Jan
2015,Bihar,1720,499,Overtaking,Jun
2021,Madhya Pradesh,573,171,Drunk Driving,Jul
2023,Rajasthan,2681,605,Weather,Nov
2023,Gujarat,3437,510,Drunk Driving,Jul
2019,Bihar,956,135,Weather,Jan
2020,Kerala,1690,366,Vehicle Defect,May
2020,Maharashtra,744,133,Drunk Driving,Aug
2021,Madhya Pradesh,3568,633,Speeding,Dec
2017,Rajasthan,1651,349,Vehicle Defect,Dec
2019,Delhi,4428,1083,Drunk Driving,Jan
2017,Tamil Nadu,2280,510,Vehicle Defect,May
2021,Assam,2942,423,Overtaking,Nov
2022,Odisha,2140,214,Overtaking,Nov
2015,Gujarat,3071,616,Drunk Driving,Jan
2019,Maharashtra,3748,766,Vehicle Defect,Dec
2023,Haryana,3030,874,Overtaking,Apr
2016,Haryana,2927,681,Overtaking,Aug
2015,Delhi,3635,587,Speeding,Jul
2020,Uttar Pradesh,3803,818,Vehicle Defect,Dec
2019,Punjab,594,115,Overtaking,Nov
2019,West Bengal,1411,279,Vehicle Defect,May
2020,Kerala,1228,235,Speeding,Feb
2017,Uttar Pradesh,3887,535,Vehicle Defect,Jul
2023,Assam,4085,432,Overtaking,Sep
2021,West Bengal,4477,985,Drunk Driving,Jul
2017,Bihar,3669,738,Drunk Driving,Mar
2021,West Bengal,1096,129,Drunk Driving,Mar
2016,West Bengal,3810,884,Overtaking,Aug
2015,Madhya Pradesh,1005,237,Overtaking,Apr
2022,Delhi,901,240,Overtaking,May
2018,Karnataka,4248,959,Overtaking,Aug
2015,Bihar,3691,468,Weather,May
2021,Haryana,2088,266,Speeding,Feb
2020,Tamil Nadu,1858,230,Vehicle Defect,Feb
2022,West Bengal,4913,746,Overtaking,Oct
2021,Maharashtra,1477,304,Speeding,Sep
2020,Gujarat,3569,459,Weather,Apr
2019,West Bengal,2108,371,Overtaking,Oct
2015,West Bengal,4857,1224,Vehicle Defect,Apr
2021,West Bengal,266,31,Vehicle Defect,Mar
2022,Gujarat,3742,922,Speeding,May
2016,Assam,3787,606,Weather,Mar
2015,Bihar,2336,656,Speeding,Feb
2019,Odisha,1013,294,Drunk Driving,Oct
2020,Tamil Nadu,3340,523,Vehicle Defect,Jan
2023,Maharashtra,4922,1140,Overtaking,Aug
2020,Bihar,241,59,Speeding,Dec
2015,West Bengal,4863,662,Overtaking,Nov
2023,Haryana,304,33,Vehicle Defect,Jul
2015,Gujarat,369,110,Drunk Driving,Nov
2019,Rajasthan,1073,238,Weather,Oct
2023,Bihar,4577,574,Drunk Driving,Jan
2018,Madhya Pradesh,2659,408,Overtaking,Apr
2018,Uttar Pradesh,2442,271,Drunk Driving,Oct
2023,West Bengal,4735,1279,Weather,Dec
2022,Tamil Nadu,776,142,Overtaking,Apr
2022,Maharashtra,892,228,Weather,Sep
2015,Rajasthan,4833,1237,Overtaking,Dec
2019,Bihar,2962,390,Weather,Sep
2019,Uttar Pradesh,1069,287,Weather,Aug
2023,Bihar,2652,540,Vehicle Defect,May
2021,Delhi,3592,640,Speeding,Jul
2018,Delhi,4346,1013,Weather,Apr
2021,Madhya Pradesh,1307,248,Speeding,Aug
2019,Kerala,2665,661,Speeding,Mar
2016,Maharashtra,2267,365,Vehicle Defect,Jul
2022,Delhi,2438,693,Overtaking,Apr
2022,Punjab,2485,285,Overtaking,Jan
2023,Odisha,677,172,Drunk Driving,Aug
2022,Delhi,1288,334,Speeding,May
2023,Rajasthan,4253,609,Vehicle Defect,Aug
2020,Madhya Pradesh,4100,633,Vehicle Defect,Oct
2015,Punjab,1069,238,Weather,Oct
2015,Odisha,4825,1263,Weather,Jan
2019,Punjab,405,71,Overtaking,Jun
2015,Uttar Pradesh,885,167,Overtaking,Aug
2016,Madhya Pradesh,2335,428,Speeding,Jun
2023,Uttar Pradesh,1909,512,Drunk Driving,May
2022,Assam,2157,424,Overtaking,Oct
2019,Assam,2999,394,Overtaking,Apr
2017,Bihar,3806,1090,Speeding,Dec
2019,Rajasthan,3444,439,Overtaking,Oct
2021,Madhya Pradesh,2788,462,Drunk Driving,Sep
2019,Karnataka,3832,883,Speeding,Jan
2018,Uttar Pradesh,1547,316,Weather,Jun
2023,Assam,3003,803,Weather,Apr
2019,Madhya Pradesh,1812,206,Drunk Driving,Jul
2016,Odisha,4496,693,Overtaking,Sep
2023,Bihar,305,72,Speeding,Mar
2017,West Bengal,1296,215,Drunk Driving,Aug
2016,Punjab,1282,175,Drunk Driving,Jan
2021,Maharashtra,3462,634,Weather,May
2016,Haryana,968,260,Speeding,Nov
2016,Maharashtra,1878,469,Drunk Driving,Sep
2021,Gujarat,2905,304,Drunk Driving,Apr
2021,Haryana,821,148,Speeding,Oct
2019,Haryana,1044,295,Drunk Driving,Nov
2023,Maharashtra,1712,336,Drunk Driving,Jan
2023,Haryana,4251,1104,Drunk Driving,May
2016,Uttar Pradesh,1826,405,Speeding,Jun
2023,Delhi,4818,1055,Drunk Driving,Jul
2019,Rajasthan,1235,245,Speeding,Jul
2021,Gujarat,2074,550,Drunk Driving,Apr
2020,Tamil Nadu,396,55,Vehicle Defect,Apr
2016,Tamil Nadu,1954,447,Drunk Driving,Oct
2023,Madhya Pradesh,1206,243,Overtaking,Nov
2016,Tamil Nadu,1512,231,Weather,May
2023,Haryana,1686,503,Vehicle Defect,Mar
2021,Uttar Pradesh,3354,399,Vehicle Defect,Sep
2018,Gujarat,4906,504,Speeding,Dec
2019,Punjab,2839,637,Speeding,Mar
2015,Gujarat,4211,977,Vehicle Defect,Dec
2022,Karnataka,653,135,Drunk Driving,Dec
2018,Odisha,105,28,Drunk Driving,Dec
2021,Odisha,2649,770,Drunk Driving,Mar
2020,Madhya Pradesh,3033,361,Weather,Sep
2021,Madhya Pradesh,1735,307,Vehicle Defect,Jun
2019,Assam,3453,366,Speeding,Aug
2021,Madhya Pradesh,3639,937,Weather,Jul
2017,Maharashtra,565,135,Speeding,Mar
2017,Tamil Nadu,3407,463,Drunk Driving,Aug
2018,Odisha,2168,541,Vehicle Defect,Nov
2021,Rajasthan,4185,534,Speeding,Nov
2021,Uttar Pradesh,958,245,Overtaking,Apr
2021,Madhya Pradesh,639,108,Drunk Driving,Mar
2016,Karnataka,1706,384,Speeding,Feb
2016,Tamil Nadu,4982,921,Speeding,Jan
2022,Gujarat,3185,682,Weather,Aug
2020,Kerala,395,67,Weather,Apr
2022,Uttar Pradesh,933,228,Vehicle Defect,Aug
2018,Bihar,4623,1100,Speeding,Dec
2020,Rajasthan,971,121,Drunk Driving,Mar
2015,Haryana,2617,641,Vehicle Defect,Sep
2019,Odisha,1636,253,Weather,Jun
2018,Haryana,785,97,Vehicle Defect,Dec
2015,Delhi,1257,289,Vehicle Defect,Dec
2021,Bihar,1983,541,Overtaking,Oct
2020,West Bengal,461,62,Drunk Driving,Jul
2015,Assam,1973,201,Overtaking,Dec
2016,Karnataka,3198,860,Speeding,Feb
2015,Karnataka,1086,246,Speeding,Aug
2016,West Bengal,1335,154,Drunk Driving,Jun
2015,Bihar,4205,926,Speeding,Dec
2021,Madhya Pradesh,2611,427,Drunk Driving,Jun
2016,Tamil Nadu,4581,868,Overtaking,Dec
2015,Bihar,4036,556,Drunk Driving,Aug
2016,Karnataka,4471,791,Speeding,Sep
2020,Delhi,3342,435,Weather,Mar
2019,West Bengal,2875,794,Vehicle Defect,Jul
2020,Punjab,1721,287,Drunk Driving,Feb
2016,Tamil Nadu,883,164,Vehicle Defect,Apr
2019,West Bengal,1441,394,Drunk Driving,May
2021,Odisha,748,152,Vehicle Defect,May
2021,Odisha,615,133,Weather,Mar
2022,Rajasthan,1592,254,Weather,Dec
2021,Punjab,3993,687,Weather,Jan
2016,Tamil Nadu,2527,669,Speeding,Dec
2020,West Bengal,4648,594,Speeding,Jan
2023,Gujarat,895,198,Weather,Jan
2019,Tamil Nadu,1469,250,Drunk Driving,Sep
2018,Bihar,1632,404,Weather,May
2021,Delhi,2509,476,Speeding,Dec
2015,Karnataka,3405,415,Vehicle Defect,Jun
2023,Madhya Pradesh,1037,280,Speeding,Aug
2022,Kerala,926,222,Weather,Oct
2018,Assam,3784,1047,Vehicle Defect,May
2017,Assam,3994,1191,Drunk Driving,Aug
2021,Uttar Pradesh,3600,657,Vehicle Defect,Sep
2018,Punjab,2418,455,Speeding,Sep
2016,Haryana,4217,645,Overtaking,Jun
2016,West Bengal,863,96,Speeding,Jun
2020,Delhi,4004,501,Drunk Driving,Jul
2018,Delhi,1916,296,Drunk Driving,Jan
2020,Gujarat,780,118,Drunk Driving,Dec
2022,Punjab,2482,310,Speeding,Apr
2022,Haryana,2120,377,Speeding,Mar
2016,Bihar,4093,418,Drunk Driving,Oct
2019,West Bengal,725,211,Weather,Aug
2023,Tamil Nadu,678,196,Drunk Driving,Apr
2022,Assam,4705,1112,Overtaking,Mar
2019,Maharashtra,3438,372,Drunk Driving,May
2022,Karnataka,4280,994,Speeding,Feb
2019,Karnataka,970,207,Weather,Sep
2021,Assam,3489,350,Overtaking,Jan
2022,Bihar,4767,1265,Vehicle Defect,Aug
2018,Maharashtra,3334,656,Weather,Feb
2017,Kerala,918,170,Drunk Driving,Feb
2021,Assam,4127,710,Drunk Driving,Sep
2022,Odisha,1673,408,Drunk Driving,Dec
2017,Rajasthan,3092,451,Vehicle Defect,Feb
2019,Assam,3864,988,Weather,Jun
2021,Uttar Pradesh,4423,829,Speeding,Sep
2019,West Bengal,1631,199,Vehicle Defect,Sep
2016,Karnataka,1912,339,Vehicle Defect,Nov
2019,West Bengal,4410,1225,Overtaking,Mar
2017,Assam,3199,718,Speeding,Jan
2023,Tamil Nadu,4747,1013,Drunk Driving,Mar
2022,Punjab,115,16,Weather,May
2021,Kerala,4331,672,Vehicle Defect,Jun
2018,Maharashtra,2638,702,Vehicle Defect,Feb
2017,Assam,2089,258,Drunk Driving,Jan
2017,Odisha,1757,457,Drunk Driving,Oct
2016,Kerala,2200,309,Weather,Sep
2022,West Bengal,4198,498,Overtaking,Jun
2022,Rajasthan,101,24,Weather,Mar
2020,Gujarat,4156,538,Overtaking,May
2022,Kerala,3502,417,Speeding,Oct
2020,Odisha,547,97,Weather,Jul
2021,Bihar,4933,580,Drunk Driving,Feb
2021,Madhya Pradesh,1777,228,Weather,Oct
2019,Punjab,4146,1096,Vehicle Defect,Nov
2020,Karnataka,2820,804,Drunk Driving,Nov
2016,Delhi,3667,658,Drunk Driving,Oct
2019,Uttar Pradesh,1423,164,Speeding,Feb
2022,Punjab,4135,1046,Overtaking,Dec
2023,Haryana,2746,374,Vehicle Defect,Jun
2022,Assam,4648,1058,Vehicle Defect,Apr
2020,Uttar Pradesh,1424,311,Weather,Feb
2017,Rajasthan,4232,997,Drunk Driving,Dec
2016,Odisha,3424,545,Weather,May
2016,Maharashtra,2095,454,Vehicle Defect,Mar
2015,Odisha,1900,490,Speeding,May
2018,West Bengal,1257,204,Speeding,Sep
2015,Punjab,2504,674,Overtaking,May
2015,Odisha,2537,453,Vehicle Defect,May
2018,Karnataka,1056,222,Vehicle Defect,Aug
2017,Delhi,1821,256,Overtaking,May
2016,Odisha,1189,279,Drunk Driving,May
2019,Delhi,1275,344,Speeding,May
2017,West Bengal,343,78,Speeding,Sep
2015,Delhi,1181,258,Drunk Driving,Mar
2016,Assam,1979,524,Overtaking,Mar
2021,Rajasthan,1556,301,Drunk Driving,Sep
2015,Uttar Pradesh,2955,534,Overtaking,Jun
2022,Haryana,430,82,Drunk Driving,Feb
2020,Maharashtra,3467,957,Overtaking,Feb
2023,Odisha,4000,552,Speeding,Jan
2023,Rajasthan,2793,493,Overtaking,Jan
2016,Delhi,3678,938,Vehicle Defect,Nov
2015,Haryana,2349,269,Drunk Driving,Nov
2015,West Bengal,902,204,Overtaking,Jun
2022,Rajasthan,4013,646,Speeding,Jun
2023,Kerala,4681,1207,Overtaking,Jul
2023,Punjab,3527,379,Drunk Driving,Oct
2016,Gujarat,313,57,Weather,Jul
2018,Madhya Pradesh,4830,787,Drunk Driving,May
2017,Madhya Pradesh,4869,1451,Drunk Driving,Mar
2021,Assam,678,94,Vehicle Defect,Mar
2015,Rajasthan,4983,1196,Drunk Driving,Sep
2015,Haryana,3910,544,Weather,Aug
2018,Gujarat,2242,379,Speeding,Jul
2017,Tamil Nadu,517,112,Vehicle Defect,Dec
2017,Delhi,1881,557,Drunk Driving,Jan
2023,Punjab,674,135,Vehicle Defect,May
2017,Maharashtra,684,191,Speeding,May
2021,Karnataka,2576,442,Vehicle Defect,May
2023,Maharashtra,1294,328,Weather,Sep
2023,Gujarat,4768,953,Weather,Nov
2019,Maharashtra,1728,422,Overtaking,Sep
2018,Haryana,1521,194,Drunk Driving,Mar
2022,Karnataka,1363,215,Overtaking,Jan
2018,Bihar,4484,790,Drunk Driving,Oct
2021,West Bengal,3897,850,Speeding,Oct
2018,Maharashtra,3839,639,Weather,Jan
2018,Haryana,2333,291,Drunk Driving,Feb
2020,West Bengal,3030,736,Drunk Driving,Jul
2022,Punjab,1125,265,Weather,May
2018,Karnataka,713,95,Weather,Apr
2016,Madhya Pradesh,4217,602,Speeding,Sep
2021,Rajasthan,4989,526,Speeding,Apr
2016,Rajasthan,3503,397,Drunk Driving,Nov
2018,Madhya Pradesh,3971,1088,Drunk Driving,Aug
2018,Uttar Pradesh,4699,859,Overtaking,Nov
2021,West Bengal,4299,484,Overtaking,Jul
2022,Tamil Nadu,3846,694,Overtaking,Feb
2020,West Bengal,1849,536,Weather,Feb
2015,Karnataka,358,104,Overtaking,Jul
2022,Kerala,2693,713,Vehicle Defect,May
2021,Madhya Pradesh,2952,826,Speeding,Apr
2018,Kerala,3583,786,Drunk Driving,Jul
2023,Karnataka,473,119,Weather,Jan
2019,West Bengal,1516,308,Drunk Driving,Jul
2021,Odisha,811,234,Overtaking,Dec
2017,Bihar,1992,289,Overtaking,Oct
2019,Bihar,1217,235,Drunk Driving,Sep
2017,Karnataka,2987,595,Weather,Mar
2015,Assam,2087,380,Vehicle Defect,Aug
2022,Rajasthan,3299,607,Weather,Feb
2019,Bihar,891,150,Drunk Driving,Aug
2018,West Bengal,374,104,Weather,Mar
2015,Uttar Pradesh,1848,510,Vehicle Defect,Jan
2019,Madhya Pradesh,1900,523,Overtaking,Jun
2016,Madhya Pradesh,4067,638,Speeding,Nov
2015,Maharashtra,3606,688,Overtaking,Sep
2022,Odisha,2974,595,Weather,Jan
2022,Gujarat,4458,1085,Drunk Driving,Apr
2019,Haryana,4593,759,Weather,Nov
2020,West Bengal,4828,1365,Speeding,Jun
2019,Gujarat,1364,382,Weather,Dec
2015,Kerala,283,29,Drunk Driving,Aug
2016,Karnataka,1813,432,Vehicle Defect,Jan
2019,Bihar,3558,780,Vehicle Defect,Jan
2019,Tamil Nadu,4454,451,Overtaking,Aug
2023,Odisha,1399,181,Speeding,Nov
2018,Uttar Pradesh,636,148,Speeding,Oct
2022,Odisha,4115,837,Vehicle Defect,Sep
2021,Kerala,762,181,Speeding,Aug
2023,Tamil Nadu,4337,721,Overtaking,Jun
2023,Madhya Pradesh,1157,270,Drunk Driving,Oct
2016,Karnataka,2804,345,Weather,May
2015,Uttar Pradesh,3005,482,Vehicle Defect,Oct
2016,Maharashtra,1960,392,Vehicle Defect,Jan
2015,Punjab,4889,1278,Vehicle Defect,Feb
2017,Odisha,2685,439,Overtaking,Nov
2017,Assam,4025,870,Weather,Jan
2022,Karnataka,4904,579,Overtaking,Dec
2015,Delhi,1816,445,Speeding,Oct
2021,Madhya Pradesh,4186,793,Overtaking,Jun
2022,Punjab,1162,234,Vehicle Defect,Oct
2018,Uttar Pradesh,2841,697,Speeding,Nov
2020,Kerala,1611,171,Drunk Driving,May
2020,Karnataka,169,19,Speeding,Oct
2019,Tamil Nadu,4382,939,Vehicle Defect,Jan
2021,Madhya Pradesh,3661,716,Weather,Dec
2023,Delhi,1890,196,Speeding,Dec
2020,Karnataka,2818,569,Speeding,Nov
2021,West Bengal,2940,749,Overtaking,Jun
2019,Karnataka,1098,292,Vehicle Defect,Jan
2015,Gujarat,2468,479,Drunk Driving,Oct
2021,Kerala,3308,456,Drunk Driving,Sep
2015,Karnataka,259,44,Speeding,Dec
2017,Assam,3028,636,Speeding,Jun
2020,Haryana,2795,431,Vehicle Defect,Jul
2016,Maharashtra,4774,1346,Vehicle Defect,Mar
2023,Madhya Pradesh,2416,674,Weather,Sep
